Price,QuantityInStock,WeightInGrams,LengthInCentimeters,WidthInCentimeters,UnitsSold
13242,15,5175,177,14887,359
25181,40,7646,158,6798,495
9562,32,6111,116,11982,306
26030,20,2800,98,7962,15
4940,10,5006,53,13916,438
10969,49,8749,77,4722,294
6434,30,8556,470,9180,157
24902,20,6149,167,14614,89
8120,26,1533,169,14047,12
11140,27,6724,157,9489,322
27638,41,2732,203,9907,222
16451,43,4751,142,11850,35
18946,11,2341,418,11153,129
7138,40,3554,411,6598,496
16616,38,2240,366,6139,166
14351,23,4943,209,11225,378
10356,13,9741,335,6065,56
23542,41,3734,173,12276,26
16684,42,7545,405,13403,297
19733,15,9250,66,13455,289
26504,19,1341,138,9270,358
20565,29,9343,204,5073,494
20799,37,5425,272,6941,270
24654,19,7463,152,6654,93
2007,40,4509,206,4852,494
21467,40,7491,296,10923,249
10684,47,1727,285,4667,353
11605,32,5928,389,9035,244
18965,13,4262,256,6947,203
23246,29,2505,174,13235,22
20374,46,1898,95,7964,65
10313,24,3401,312,7013,12
17637,43,3758,397,13304,39
11691,48,1824,175,10944,496
20325,13,3735,346,10605,244
17922,33,9192,288,9565,203
21468,34,7525,149,14327,203
4980,19,1109,208,5333,413
3174,31,9024,303,12481,73
28621,15,9981,443,14384,420
3198,33,2796,295,12644,442
9516,33,1423,282,5043,498
2304,24,1870,498,13100,408
27442,19,5526,160,13588,341
29424,27,8370,416,11848,327
21884,33,3755,411,11356,367
19251,20,9259,343,4294,318
29461,35,1397,216,4244,44
26022,43,4158,141,7084,297
19289,36,5354,125,9293,477
29826,27,2403,238,13289,273
19861,41,9691,216,13999,201
12978,21,6872,87,4416,474
4800,18,7576,139,11110,472
24999,30,4685,416,14771,59
9922,18,7469,489,12795,69
18122,16,9284,166,14692,449
18146,34,8374,328,10222,243
9628,29,3003,56,11244,98
2031,35,8382,264,14417,476
6409,26,9838,302,9572,85
5943,21,9750,422,5965,306
4274,17,7086,191,5913,205
22700,25,3217,284,5279,83
16161,31,9068,382,8012,496
29385,40,4609,85,13342,285
26838,48,6629,132,14372,293
21607,47,6562,177,8278,71
19634,19,6953,433,13915,451
8278,22,1777,456,8051,327
3148,31,6560,64,11076,473
26402,32,3630,382,10712,159
27488,44,4788,443,10747,48
7596,17,4995,240,9261,426
6007,14,7453,249,14591,465
5883,47,4125,422,7258,330
20758,18,2130,63,6772,74
29149,11,1709,496,4867,241
16531,18,1680,382,4842,424
12898,32,8988,457,9676,78
28524,49,5235,436,7911,452
3078,45,5889,103,4135,108
20713,18,5083,79,13083,235
4598,26,1521,169,7219,398
21779,41,6502,102,4753,216
23076,39,3347,134,6004,34
14889,23,1891,246,6032,201
19661,42,8263,309,12526,254
23377,31,9831,409,13217,99
17632,25,7794,420,8731,347
9574,28,2223,196,6511,20
20246,25,5371,178,9828,91
23164,10,5675,112,11189,70
13872,18,6304,134,13488,180
24390,34,3386,52,5711,325
23885,14,2230,167,8924,99
13634,49,7972,61,7948,156
25360,45,7388,469,13680,430
28401,12,3020,410,8488,211
12978,47,9794,386,6252,232
2836,25,9617,300,7139,417
13280,28,7065,82,9794,226
28002,49,3581,462,8175,355
9384,49,2799,205,14935,38
12615,33,7462,358,13818,263
18208,24,8807,362,7422,288
23253,39,5692,164,4192,216
17190,30,1307,150,11213,189
25841,48,4785,85,7492,270
3951,16,9271,215,10129,57
5020,11,1981,330,12133,304
2195,21,6026,151,14457,33
12848,22,3795,368,7824,203
16854,11,4615,446,7713,325
17889,24,7123,140,8701,237
14508,37,1848,245,4947,411
9948,26,2162,348,12839,131
27264,48,2166,376,8827,51
27209,41,9171,321,14777,497
11112,46,2116,128,4675,349
11412,39,9673,384,9166,203
3676,11,9696,185,10480,486
5463,43,4078,420,12041,231
23230,48,7162,209,9674,475
18572,23,2461,272,11852,29
20652,39,9319,63,10169,376
7340,41,7295,419,8747,480
28900,42,5110,423,12658,104
12095,44,7017,484,13892,195
20695,45,7858,247,7506,149
17925,25,3274,353,6760,333
29329,35,9296,94,9899,240
12418,26,3992,424,4164,477
7548,37,7314,297,6593,100
9482,30,8188,295,5597,318
14407,44,5065,352,12884,118
17965,37,7368,203,11340,320
2185,18,6702,203,6191,305
16695,44,2614,76,12490,333
12632,10,1111,357,8017,231
19303,49,6820,480,14903,314
2973,16,4770,451,4230,291
14857,21,1295,59,10877,453
25549,46,5712,122,14224,307
27761,40,1894,80,6736,56
15057,23,5761,420,14447,324
22516,11,3995,164,11082,445
22406,35,8172,480,7462,476
26641,44,2206,108,7593,271
15370,23,5228,362,11963,301
20011,18,9089,151,10339,191
20725,13,1578,214,12134,232
12075,17,5915,411,14542,129
22697,26,4425,152,7406,458
15692,46,5088,215,9444,106
28316,46,6723,51,9747,56
13726,45,8872,499,6467,443
27808,36,3894,368,9061,54
18785,36,8908,168,10475,204
5692,18,3799,93,14358,14
4721,15,7739,153,13751,237
16970,38,8530,370,4620,95
27112,28,7126,277,4275,266
23450,36,6302,239,9700,432
12416,33,4216,378,4830,350
10725,37,9165,490,14735,195
24100,12,4710,326,13326,198
11758,35,2399,55,9120,133
4346,11,8014,145,11560,331
26461,23,6945,94,8179,415
20402,32,1910,301,12183,217
16003,49,3827,399,10263,292
15050,39,9165,443,7109,215
5281,25,9052,96,12326,146
6270,49,6033,105,9024,341
15451,11,7167,463,8381,397
8945,11,8482,59,7841,107
19166,10,5466,53,9566,492
7169,22,7917,439,12726,150
8566,42,8155,69,7944,297
8469,42,4668,103,4316,162
16084,24,3878,104,14917,480
6033,24,3179,305,7470,179
19352,18,4428,385,12115,228
22829,16,1888,77,4224,81
8553,47,6800,214,14348,142
24272,22,8710,388,12418,96
3331,27,9318,240,9725,407
22740,41,8980,378,12169,423
27425,10,6123,130,6758,222
27948,42,1342,280,9581,305
15342,24,5111,444,9670,134
14452,21,3605,130,13480,473
28168,36,3428,60,8127,429
3430,42,8010,282,13714,25
16821,12,1944,228,11051,242
6131,27,4112,289,4906,349
2936,25,1422,372,7837,5
25704,22,4079,429,6153,335
11170,12,9027,444,5652,419
14103,46,6086,140,10623,334
16842,23,6548,254,13687,163
12283,20,8761,156,12925,73
3042,19,6927,419,4428,303
10369,16,7907,492,7412,470
9156,39,9133,479,14126,163
11573,41,7643,149,13919,173
25734,47,3951,451,9050,95
22953,26,2941,54,5491,404
2705,38,1711,209,7748,117
27290,24,2978,131,8021,355
2641,19,8981,443,7345,199
24541,49,4491,201,11590,175
20586,22,1133,303,10402,478
8310,14,5930,152,9308,54
16941,27,3931,186,11602,30
27254,36,3156,305,12820,15
21003,25,2898,158,5848,216
14251,30,1358,298,4132,61
14741,23,6219,328,11473,233
24416,27,7382,149,5212,448
17793,13,2273,59,5269,95
18362,36,2042,327,13988,76
13028,13,7989,159,14168,374
20277,17,6304,458,14504,20
3471,28,8604,410,14701,85
18494,38,7524,433,13703,362
28726,23,8138,129,10336,436
26060,13,2369,191,14421,197
14565,40,5672,153,13293,5
4674,44,2438,479,7311,466
22229,46,4662,225,10106,97
11196,37,7830,392,7490,347
28686,33,2822,201,13482,71
25381,45,1854,304,5783,119
25469,43,9384,299,8932,330
29301,15,9976,125,5606,195
13416,25,3457,289,7323,389
5787,29,6797,231,11223,6
16961,29,6365,240,13576,59
25302,26,4316,85,5464,282
23900,22,3314,283,4609,97
17780,24,7571,126,5646,105
9207,32,6394,212,9688,55
9394,49,2296,240,14575,483
2503,49,9130,196,11563,53
18512,29,8747,262,10762,165
11276,48,4948,143,4899,369
9646,16,5518,243,7638,275
22559,48,5296,474,12958,184
8163,21,1050,313,8981,68
12825,36,5736,171,13743,40
22575,17,3527,78,5009,339
6349,17,2508,443,9576,374
11870,46,1550,409,7563,478
15207,49,4257,288,14684,256
21038,28,6277,79,4520,344
10410,36,1651,125,7204,112
3029,34,1306,283,13538,313
14421,48,5660,394,4460,102
28814,47,2949,436,7476,244
22472,45,4323,283,13711,226
5189,27,3783,421,11981,462
4233,18,4885,171,11731,141
3600,32,6631,192,7943,396
11903,29,2326,59,7021,46
24137,24,8154,127,4483,222
5130,25,2659,98,14069,470
7085,30,8936,244,4235,394
23591,42,9899,267,5431,382
14173,36,4197,127,7807,459
14473,19,9822,187,7124,219
2687,12,2527,139,5003,129
18098,20,1652,380,6753,254
25102,44,2269,68,6941,118
23166,22,4522,230,13486,498
10380,41,9674,213,6951,98
18279,48,6156,448,7128,419
13119,14,1550,202,11187,386
13766,34,9846,90,14127,391
5073,43,6301,445,6400,279
20952,27,6955,308,9598,483
24225,43,8872,301,10951,44
18102,19,5389,348,13363,225
11807,18,6134,152,10363,374
25632,34,3455,250,12996,452
3440,32,1248,142,5516,445
23961,35,4376,59,7854,25
12010,46,6886,188,8105,363
10767,38,3577,362,7167,331
20473,23,1468,137,8639,289
2476,28,7780,475,14691,32
25350,39,1034,261,8465,495
24568,37,2352,240,12800,416
13404,34,8132,287,9461,241
12301,33,2685,377,11383,341
14119,14,6536,298,13911,331
24077,23,1452,184,9232,265
11509,22,9061,292,9247,197
6964,33,4960,147,10610,83
15620,19,3231,290,13402,401
24534,40,7442,263,14683,351
29053,42,5470,219,12306,494
13190,43,6497,68,9783,352
7292,44,4608,260,10840,142
21041,27,4186,66,4990,62
23284,31,2811,183,14529,472
23005,44,4292,426,10230,372
5078,12,1192,226,7764,153
15295,43,1986,465,13052,201
19756,29,4935,252,8523,58
23974,13,8004,326,11941,89
26639,25,7693,191,14038,106
6971,10,3709,311,4708,411
14813,38,3540,249,6593,446
20546,10,3619,170,4062,370
21598,19,9817,186,10228,198
18246,15,2955,252,13969,340
18996,29,3441,278,11592,363
28267,24,5508,94,5397,491
5557,30,7430,466,11737,441
17655,26,1334,469,10227,387
18053,47,7171,349,9825,447
19064,22,4353,356,4202,155
11453,16,9396,258,12301,430
17005,38,2893,375,7077,24
22863,15,4378,255,4232,430
13589,26,4651,211,9625,199
18742,48,3959,101,8452,136
25500,25,8507,181,10667,244
25459,45,6198,95,9599,323
26970,43,6565,477,8525,362
19933,25,6089,108,14814,16
11074,17,6127,218,12375,458
14664,46,9296,390,5543,90
19832,48,8619,347,13953,30
2591,20,1824,140,14315,16
16616,34,5574,239,13798,344
21740,18,5055,201,6505,269
13808,41,3573,367,9654,221
24825,35,3749,416,8606,264
23067,25,8791,87,9645,412
11854,46,7995,196,11527,204
26674,45,2435,352,11175,196
22402,21,6556,269,6775,295
15680,45,8441,57,13797,463
7223,19,9138,470,10474,195
10100,23,7593,312,11046,461
7481,21,5742,375,7874,190
23075,44,6938,119,5864,60
25725,43,7979,355,9808,169
26035,42,2441,321,12185,64
12855,21,6667,420,11737,479
28233,31,6387,472,6310,413
26110,21,8272,131,11757,113
24884,29,6027,273,7713,249
8782,14,4361,321,5617,18
23315,33,7983,369,8424,173
24262,32,2512,333,13721,81
29136,36,6601,128,13420,294
12324,30,3479,90,12473,6
16504,32,6019,398,14897,109
20704,42,8486,92,5234,48
28259,34,8791,257,4999,122
2845,35,6299,385,14491,147
18823,31,1233,346,7877,228
22896,24,4253,121,8371,63
11738,30,5777,261,10852,467
16691,30,3852,254,10269,362
7260,17,7597,460,12056,463
25222,19,8955,340,5045,283
12369,47,8583,337,13663,463
23305,35,8305,126,7140,136
3963,40,5476,139,13326,24
23470,38,3205,209,5216,459
11013,32,6360,311,8308,478
22261,20,7999,442,5247,353
20000,17,1938,241,8981,270
10768,23,2569,452,12278,373
20415,31,8099,209,12592,294
24296,25,6376,251,12690,342
23037,35,8917,226,12562,270
20275,40,7815,341,7063,12
5307,37,6789,135,9215,292
3357,13,8990,364,11171,221
27673,41,9885,470,14880,160
2861,48,2180,422,12269,211
12293,35,5917,176,14212,271
8526,14,8581,453,6631,196
4582,24,1423,354,8924,424
25579,21,6319,455,13703,413
29845,14,1322,340,4980,363
25261,41,3891,130,7936,319
21495,18,7310,440,10862,127
25777,28,6725,362,5196,462
14420,23,6099,129,8102,406
19385,27,1392,213,5848,421
2981,29,4989,324,8267,36
28377,47,8340,251,14962,110
12380,11,2357,330,7610,394
13097,34,8218,407,12639,221
24501,18,8011,342,11283,148
26608,42,8107,345,12411,399
8345,32,6139,286,11045,223
9415,49,8145,69,4743,228
11979,42,2450,441,8406,281
27562,32,1452,341,9091,89
14778,17,1809,285,13627,411
23628,42,6448,159,6732,137
13510,11,3534,282,7584,322
23688,34,9461,127,9716,24
11329,14,4091,336,10361,212
6103,11,9974,206,6554,98
5800,29,3705,131,13237,355
8130,21,8361,282,7238,317
15808,27,3715,391,9076,173
22342,34,1663,391,4446,74
3659,35,8374,424,10653,464
7258,19,3401,154,5334,381
19484,15,2791,71,6265,185
27894,29,2697,274,14329,256
5801,13,9515,60,8515,64
27194,22,6000,337,14732,11
14928,23,4854,242,5151,304
8506,13,6753,458,11987,348
22740,45,7163,129,13001,253
3428,19,7966,403,6910,125
17339,16,9611,330,11037,289
12516,18,7378,253,13170,313
18655,42,4741,192,6733,280
2528,26,2241,450,11596,6
10931,16,6812,69,13447,236
2707,48,4861,489,14199,488
16070,12,1026,230,14784,198
14592,48,1583,116,8439,497
10451,45,6871,334,9911,256
23006,14,9949,433,7028,295
12880,11,7342,434,13829,407
12645,15,5932,270,7843,260
25820,20,2944,321,13019,445
11351,48,9858,479,5923,386
17365,25,8417,132,14437,225
23256,45,1717,279,12651,32
4554,14,1059,222,14113,409
6065,40,2407,462,14402,306
7838,26,3176,422,6565,361
23486,39,5952,194,14650,494
4368,49,6156,332,12759,74
2036,43,4841,377,9334,269
14271,49,1064,363,6206,11
25368,18,4963,202,5012,221
12986,41,2411,110,10143,343
2715,43,8891,362,12846,437
14103,18,9913,176,11957,499
22506,22,9141,164,12417,261
12598,37,2775,457,6972,274
27820,18,7880,248,12042,7
11251,29,9997,446,12448,347
5858,47,2135,74,4309,380
3540,36,8188,310,4807,454
11860,36,7808,55,5423,122
25317,31,5749,100,10715,168
9996,47,8817,427,8981,484
22274,38,7601,446,8535,11
24384,41,7645,119,9807,226
26385,17,7163,408,8316,108
4154,14,1487,419,5683,358
26267,30,5404,119,13741,149
10387,21,1795,182,4006,315
15674,36,9002,70,12481,244
8938,21,5603,98,4432,166
10475,33,1042,401,6484,120
9866,33,6857,231,4039,288
18166,12,8766,81,13882,436
12044,10,3669,202,7380,15
19384,14,1344,221,7530,50
10069,19,8137,79,11459,303
13744,10,4960,146,9304,67
23351,41,4024,129,6111,426
29844,10,7270,339,8756,295
8610,22,7291,200,11298,180
10853,26,7063,62,13840,101
21255,16,5066,373,4839,94
24917,30,6422,462,12261,298
6081,23,2923,237,4927,167
26920,44,3015,244,12560,370
3085,31,9622,417,11188,385
13753,25,1819,176,14801,177
12705,40,7541,427,10880,131
26161,40,2664,348,4146,405
27556,14,6454,97,7703,90
26322,36,3044,113,8967,83
5444,36,1158,128,9458,486
9850,43,3360,220,12402,328
23568,13,2034,437,13128,192
6546,45,8047,479,4587,378
15464,46,8159,237,5519,19
9974,28,6794,243,12870,383
23339,44,7926,179,5455,25
24964,21,7851,391,9628,319
28451,41,6847,425,5011,200
28888,47,2215,116,6813,158
9393,20,4956,378,8912,9
29235,30,2745,88,14201,424
7356,16,6761,462,12718,413
15654,12,9234,335,11136,407
10532,15,7740,367,13027,54
10306,30,7590,326,4169,296
23099,15,8375,92,14592,341
4358,41,4329,408,10490,376
21044,35,1685,423,4055,259
19042,45,6260,212,5955,362
26014,16,4693,373,4192,477
16152,31,9271,115,4854,34
4505,40,7468,339,11933,181
10229,24,2189,241,12557,82
22375,47,8674,392,14557,246
3678,36,5888,62,13777,490
14697,11,7431,495,11931,127
20874,26,9830,208,11029,24
17961,24,6721,492,12420,364
27686,24,4554,317,8995,27
20698,26,2984,343,10413,224
13815,14,2365,269,4897,368
24103,19,1952,336,9295,359
8183,41,9331,352,6337,471
10271,22,8244,160,11578,148
29103,13,3816,276,5418,486
16340,14,9561,183,13907,173
4507,29,6064,416,4758,240
5085,44,9665,151,14834,480
5918,18,2462,158,12032,125
21066,15,6251,202,7055,384
23146,16,4938,465,7329,401
26627,36,6645,172,14895,121
23297,37,2170,232,9771,46
11589,24,7097,148,7572,179
11845,32,7903,277,8746,249
27213,29,1269,309,14414,402
21445,39,7636,423,5824,468
15110,44,2305,295,13420,51
29024,48,9864,301,8803,20
23798,19,1619,168,7164,213
28296,18,7789,282,4149,118
18700,38,2346,395,13215,132
13135,33,7373,195,8102,367
24038,17,1357,405,10554,240
3604,19,7942,215,14709,118
16248,39,2792,444,13105,223
6439,42,2521,430,9719,80
29943,36,2612,452,4399,469
2264,38,8198,342,9921,459
9859,12,1230,344,13943,72
23525,26,7705,374,12189,192
4855,31,2797,93,14168,255
15772,49,3416,384,14241,356
12080,40,7041,88,12883,458
2511,49,7134,319,14099,249
17775,11,3389,374,4835,378
12447,26,4242,404,4902,167
19763,41,6466,302,12142,418
13209,40,7584,67,6608,325
4500,30,7531,127,13440,477
10977,22,1480,393,10063,205
16893,30,8867,470,11583,273
2716,26,9767,255,10288,389
23494,40,2687,191,12459,265
16689,46,2823,450,4902,302
23993,36,8466,197,12952,77
16333,25,8166,250,14488,60
11506,24,2306,79,8793,52
26052,47,1019,325,11056,119
17964,38,7896,270,12610,431
16546,32,5345,179,5741,321
12338,33,6898,466,7693,301
24883,35,9995,266,7968,355
16109,10,4175,138,5499,276
29312,24,2193,282,5924,226
23936,34,5113,406,6330,53
27059,39,1938,140,7567,60
5155,24,7249,303,10054,464
28860,13,5818,197,6968,102
18192,13,2168,355,6467,213
17498,48,6400,158,12043,199
21543,24,5171,75,9237,190
22391,39,5790,243,13585,271
19397,25,2021,276,9113,139
15174,28,4712,279,6305,255
12088,29,6444,392,11090,232
14187,32,2599,208,14569,80
17413,32,2723,329,13684,405
24575,15,2470,268,5873,138
14113,12,4265,69,6069,103
15360,29,7601,391,13811,277
2740,18,9388,132,14323,280
22653,35,7769,86,5223,272
22363,29,9562,278,7516,103
16039,48,9731,394,8533,469
29220,14,2982,432,13382,131
2827,34,9485,323,14391,204
20946,33,4956,423,7333,436
24149,28,3152,373,12923,398
28346,26,7067,329,12366,44
5200,40,7320,231,8524,6
16441,10,4360,245,6919,458
21688,46,9283,438,6486,486
26743,25,7080,373,12690,135
28102,22,5736,268,11119,327
28820,45,7462,410,13631,68
3005,34,4834,196,13920,212
4324,49,2356,387,11482,369
28295,44,2117,289,12321,212
12700,29,4702,455,4276,425
17163,46,3820,285,14406,5
5819,46,1081,209,7343,205
12976,32,5445,324,8678,419
28275,19,2222,288,9670,412
8177,25,4830,254,9478,203
2583,14,3251,138,11844,143
20527,43,8836,482,10064,228
18605,35,4970,274,11468,250
28218,11,3632,131,13821,479
4820,28,4665,452,11302,213
16741,43,8398,464,12619,7
13762,40,3147,141,7256,213
29915,13,6575,254,14338,317
7706,19,4742,268,5666,373
25631,20,3757,215,14976,42
19550,39,3669,224,9884,488
29279,31,8730,275,9310,307
15419,39,9846,183,11893,295
19660,38,3035,370,4700,74
5998,45,6521,491,5721,5
27907,26,1052,331,6338,427
2682,42,2356,338,10818,15
15537,21,9079,230,8397,15
29437,16,9746,72,13551,10
6953,15,7750,52,5395,175
2916,31,9637,208,6566,218
14756,34,5118,483,7751,452
8184,36,4663,445,7332,98
8457,34,5954,124,11493,133
5336,25,1394,345,14278,270
26841,45,6135,279,14037,245
14826,16,5275,291,9520,189
11093,12,2272,282,6496,346
10066,36,8529,292,6952,200
11593,37,7698,73,10312,466
18379,28,1410,353,11608,206
15463,40,8993,204,11678,363
18309,24,3400,402,10338,276
21872,41,8679,355,6589,378
11504,14,6661,479,12183,165
18031,22,4075,89,6186,492
3859,29,2490,455,10812,122
14826,18,9626,429,6332,176
29278,34,4108,91,7959,448
26324,19,9667,203,12236,17
2789,19,6038,238,10973,327
25823,26,9760,185,7383,244
26475,11,1105,481,12110,392
17173,15,6096,303,14510,312
9626,34,7640,191,11526,9
4353,28,2085,196,5826,464
15701,11,6919,455,7183,225
7299,40,5777,123,11874,383
3871,10,1757,79,7031,405
9289,14,8431,481,4013,8
16073,28,8941,279,7621,287
28658,16,5242,355,6592,188
23390,31,3116,434,12901,219
3243,21,7739,278,8863,287
19240,46,7510,321,7404,170
5900,35,6521,365,8376,436
25601,40,2469,341,9029,432
15421,19,3581,117,10621,319
18302,45,1352,468,4169,488
23927,42,2256,352,5349,370
2892,12,8172,326,12569,193
24375,39,8091,97,10858,28
2399,10,6547,455,6192,132
11157,22,5338,194,10777,449
19683,17,3671,174,7208,236
11057,27,4028,237,9919,62
27211,36,3727,359,8688,110
2013,41,7684,91,4808,413
15347,18,4248,363,13433,288
29439,22,5711,388,8684,394
8716,29,4344,372,8752,345
16463,14,6891,379,4086,223
24940,34,1450,338,13836,218
22871,41,7439,359,6444,263
16049,15,6131,232,14430,416
22478,24,2029,317,9450,367
6613,13,9540,121,12306,58
27409,32,9174,252,14251,135
8879,17,4290,347,13981,279
20555,37,7780,484,11104,422
5687,10,7453,274,4384,140
2274,26,1442,157,12288,237
6906,25,9392,451,6535,87
26639,42,9221,371,5457,15
6592,15,2133,56,9541,42
13098,39,9450,307,9997,370
28616,24,2108,156,5516,485
5094,33,7165,112,10988,420
16798,33,4057,171,9642,141
18093,17,6947,350,10935,215
20151,18,5868,147,4178,375
28970,14,6898,278,13718,458
29118,48,9597,435,8709,42
18896,39,8664,53,13571,53
11910,29,6381,114,7012,362
26846,17,4115,450,10069,158
29421,28,1113,467,13642,420
9088,21,7163,437,9287,105
26587,38,9627,196,7341,425
4947,43,9732,160,6347,488
19002,42,9386,497,9849,489
6752,34,1125,244,12134,16
20419,20,6470,339,4694,208
15309,26,3745,467,6511,107
17923,16,5743,402,7599,199
22246,21,1733,407,6123,296
14659,33,3383,361,5471,359
26517,23,6237,427,5127,162
5910,16,3057,460,9099,73
28416,46,2237,99,12203,465
14285,48,4192,281,10857,36
29496,39,1832,493,12262,136
11720,33,2859,226,13104,470
13409,34,2250,272,6451,89
13952,30,1090,465,7567,460
15634,41,4196,240,13459,322
3696,44,3751,110,11330,127
11735,11,1800,321,14143,139
8887,26,4486,207,8662,159
26786,25,4778,50,4772,414
12847,47,3596,324,10158,185
27909,14,7539,301,4492,286
16546,38,1704,152,9499,347
23216,46,1904,386,11739,228
28845,28,3193,379,12915,54
7682,31,9449,286,7086,265
28319,15,8315,177,12219,467
